,country,year,value,short name,short_name
1728,Slovakia,1986,--,Slovakia,Slovakia
1729,Slovenia,1986,--,Slovenia,Slovenia
1730,Spain,1986,0.82313,Spain,Spain
1731,Sweden,1986,0.11573,Sweden,Sweden
1732,Switzerland,1986,0.01775,Switzerland,Switzerland
1733,Turkey,1986,0.54401,Turkey,Turkey
1734,United Kingdom,1986,2.77828,United Kingdom,United Kingdom
1735,Eurasia,1986,12.42751,Unknown,Unknown
1736,Armenia,1986,--,Armenia,Armenia
1737,Azerbaijan,1986,--,Azerbaijan,Azerbaijan
1738,Belarus,1986,--,Belarus,Belarus
1739,Estonia,1986,--,Estonia,Estonia
1740,Former U.S.S.R.,1986,12.42751,Unknown,Unknown
1741,Georgia,1986,--,Georgia,Georgia
1742,Kazakhstan,1986,--,Kazakhstan,Kazakhstan
1743,Kyrgyzstan,1986,--,Kyrgyz Republic,Kyrgyz Republic
1744,Latvia,1986,--,Latvia,Latvia
1745,Lithuania,1986,--,Lithuania,Lithuania
1746,Moldova,1986,--,Moldova,Moldova
1747,Russia,1986,--,Russia,Russia
1748,Tajikistan,1986,--,Tajikistan,Tajikistan
1749,Turkmenistan,1986,--,Turkmenistan,Turkmenistan
1750,Ukraine,1986,--,Ukraine,Ukraine
1751,Uzbekistan,1986,--,Uzbekistan,Uzbekistan
1752,Middle East,1986,0.12848,Unknown,Unknown
1753,Bahrain,1986,0,Bahrain,Bahrain
1754,Iran,1986,0.04001,Iran,Iran
1755,Iraq,1986,0.00003,Iraq,Iraq
1756,Israel,1986,0.08842,Israel,Israel
1757,Jordan,1986,0,Jordan,Jordan
1758,Kuwait,1986,0,Kuwait,Kuwait
1759,Lebanon,1986,0,Lebanon,Lebanon
1760,Oman,1986,0,Oman,Oman
1761,Palestinian Territories,1986,--,Palestine,Palestine
1762,Qatar,1986,0,Qatar,Qatar
1763,Saudi Arabia,1986,0,Saudi Arabia,Saudi Arabia
1764,Syria,1986,0.00003,Syria,Syria
1765,United Arab Emirates,1986,0,United Arab Emirates,United Arab Emirates
1766,Yemen,1986,0,Yemen,Yemen
1767,Africa,1986,3.06512,Unknown,Unknown
1768,Algeria,1986,0.03002,Algeria,Algeria
1769,Angola,1986,0,Angola,Angola
1770,Benin,1986,0,Benin,Benin
1771,Botswana,1986,0.01211,Botswana,Botswana
1772,Burkina Faso,1986,0,Burkina Faso,Burkina Faso
1773,Burundi,1986,0,Burundi,Burundi
1774,Cameroon,1986,0.00002,Cameroon,Cameroon
1775,Cape Verde,1986,0,Cabo Verde,Cabo Verde
1776,Central African Republic,1986,0,Central African Republic,Central African Republic
1777,Chad,1986,0,Chad,Chad
1778,Comoros,1986,0,Comoros,Comoros
1779,Congo (Brazzaville),1986,0,Congo Republic,Congo Republic
1780,Congo (Kinshasa),1986,0.00683,DR Congo,DR Congo
1781,Cote dIvoire (IvoryCoast),1986,0,Cote d'Ivoire,Cote d'Ivoire
1782,Djibouti,1986,0,Djibouti,Djibouti
1783,Egypt,1986,0.03598,Egypt,Egypt
1784,Equatorial Guinea,1986,0,Equatorial Guinea,Equatorial Guinea
1785,Eritrea,1986,--,Eritrea,Eritrea
1786,Ethiopia,1986,0,Ethiopia,Ethiopia
1787,Gabon,1986,0,Gabon,Gabon
1788,"Gambia, The",1986,0,Gambia,Gambia
1789,Ghana,1986,0.00005,Ghana,Ghana
1790,Guinea,1986,0,Guinea,Guinea
1791,Guinea-Bissau,1986,0,Guinea-Bissau,Guinea-Bissau
1792,Kenya,1986,0.00244,Kenya,Kenya
1793,Lesotho,1986,0,Lesotho,Lesotho
1794,Liberia,1986,0,Liberia,Liberia
1795,Libya,1986,0.00005,Libya,Libya
1796,Madagascar,1986,0.00029,Madagascar,Madagascar
1797,Malawi,1986,0.00074,Malawi,Malawi
1798,Mali,1986,0,Mali,Mali
1799,Mauritania,1986,0.00013,Mauritania,Mauritania
1800,Mauritius,1986,0.00122,Mauritius,Mauritius
1801,Morocco,1986,0.06446,Morocco,Morocco
1802,Mozambique,1986,0.00281,Mozambique,Mozambique
1803,Namibia,1986,--,Namibia,Namibia
1804,Niger,1986,0.00344,Niger,Niger
1805,Nigeria,1986,0.00301,Nigeria,Nigeria
1806,Reunion,1986,0,Reunion,Reunion
1807,Rwanda,1986,0,Rwanda,Rwanda
1808,Saint Helena,1986,0,St. Helena,St. Helena
1809,Sao Tome and Principe,1986,0,Sao Tome and Principe,Sao Tome and Principe
1810,Senegal,1986,0,Senegal,Senegal
1811,Seychelles,1986,0,Seychelles,Seychelles
1812,Sierra Leone,1986,0,Sierra Leone,Sierra Leone
1813,Somalia,1986,0,Somalia,Somalia
1814,South Africa,1986,2.78271,South Africa,South Africa
1815,Sudan and South Sudan,1986,0,South Sudan,South Sudan
1816,Swaziland,1986,0.00444,Eswatini,Eswatini
1817,Tanzania,1986,0.00011,Tanzania,Tanzania
1818,Togo,1986,0,Togo,Togo
1819,Tunisia,1986,0.00251,Tunisia,Tunisia
1820,Uganda,1986,0,Uganda,Uganda
1821,Western Sahara,1986,0,Western Sahara,Western Sahara
1822,Zambia,1986,0.01399,Zambia,Zambia
1823,Zimbabwe,1986,0.09775,Zimbabwe,Zimbabwe
1824,Asia & Oceania,1986,27.94732,Unknown,Unknown
1825,Afghanistan,1986,0.00388,Afghanistan,Afghanistan
1826,American Samoa,1986,0,American Samoa,American Samoa
1827,Australia,1986,1.25793,Australia,Australia
1828,Bangladesh,1986,0.00414,Bangladesh,Bangladesh
1829,Bhutan,1986,0.00003,Bhutan,Bhutan
1830,Brunei,1986,0,Brunei Darussalam,Brunei Darussalam
1831,Burma (Myanmar),1986,0.00222,Myanmar,Myanmar
1832,Cambodia,1986,0,Cambodia,Cambodia
1833,China,1986,17.44132,China,China
1834,Cook Islands,1986,0,Cook Islands,Cook Islands
1835,Fiji,1986,0.00034,Fiji,Fiji
1836,French Polynesia,1986,0,French Polynesia,French Polynesia
1837,Guam,1986,0,Guam,Guam
1838,Hawaiian Trade Zone,1986,0,Unknown,Unknown
1839,Hong Kong,1986,0.15335,Hong Kong,Hong Kong
1840,India,1986,3.54507,India,India
1841,Indonesia,1986,0.08986,Indonesia,Indonesia
1842,Japan,1986,2.30749,Japan,Japan
1843,Kiribati,1986,0,Kiribati,Kiribati
1844,"Korea, North",1986,1.34311,North Korea,North Korea
1845,"Korea, South",1986,1.0067,South Korea,South Korea
1846,Laos,1986,0.00005,Laos,Laos
1847,Macau,1986,0,Macau,Macau
1848,Malaysia,1986,0.01051,Malaysia,Malaysia
1849,Maldives,1986,0,Maldives,Maldives
1850,Mongolia,1986,0.07571,Mongolia,Mongolia
1851,Nauru,1986,0,Nauru,Nauru
1852,Nepal,1986,0.00145,Nepal,Nepal
1853,New Caledonia,1986,0.00396,New Caledonia,New Caledonia
1854,New Zealand,1986,0.05343,New Zealand,New Zealand
1855,Niue,1986,0,Niue,Niue
1856,Pakistan,1986,0.06637,Pakistan,Pakistan
1857,Papua New Guinea,1986,0.00003,Papua New Guinea,Papua New Guinea
1858,Philippines,1986,0.04574,Philippines,Philippines
1859,Samoa,1986,0,Samoa,Samoa
1860,Singapore,1986,0.00029,Singapore,Singapore
1861,Solomon Islands,1986,0,Solomon Islands,Solomon Islands
1862,Sri Lanka,1986,0.00372,Sri Lanka,Sri Lanka
1863,Taiwan,1986,0.33058,Taiwan,Taiwan
1864,Thailand,1986,0.06555,Thailand,Thailand
1865,Timor-Leste (East Timor),1986,--,Timor-Leste,Timor-Leste
1866,Tonga,1986,0,Tonga,Tonga
1867,U.S. Pacific Islands,1986,0,Unknown,Unknown
1868,Vanuatu,1986,0,Vanuatu,Vanuatu
1869,Vietnam,1986,0.13448,Vietnam,Vietnam
1870,Wake Island,1986,0,Unknown,Unknown
1871,World,1986,83.70288,Unknown,Unknown
1873,North America,1987,19.42918,Unknown,Unknown
1874,Bermuda,1987,0,Bermuda,Bermuda
1875,Canada,1987,1.25072,Canada,Canada
1876,Greenland,1987,0,Greenland,Greenland
1877,Mexico,1987,0.17001,Mexico,Mexico
1878,Saint Pierre and Miquelon,1987,0,St. Pierre and Miquelon,St. Pierre and Miquelon
1879,United States,1987,18.00845,United States,United States
1880,Central & South America,1987,0.61695,Unknown,Unknown
1881,Antarctica,1987,0,Antarctica,Antarctica
1882,Antigua and Barbuda,1987,0,Antigua and Barbuda,Antigua and Barbuda
1883,Argentina,1987,0.03673,Argentina,Argentina
1884,Aruba,1987,0,Aruba,Aruba
1885,"Bahamas, The",1987,0,Bahamas,Bahamas
1886,Barbados,1987,0,Barbados,Barbados
1887,Belize,1987,0,Belize,Belize
1888,Bolivia,1987,0,Bolivia,Bolivia
1889,Brazil,1987,0.39388,Brazil,Brazil
1890,Cayman Islands,1987,0,Cayman Islands,Cayman Islands
1891,Chile,1987,0.05099,Chile,Chile
1892,Colombia,1987,0.10095,Colombia,Colombia
1893,Costa Rica,1987,0.00003,Costa Rica,Costa Rica
1894,Cuba,1987,0.00521,Cuba,Cuba
1895,Dominica,1987,0,Dominica,Dominica
1896,Dominican Republic,1987,0.00628,Dominican Republic,Dominican Republic
1897,Ecuador,1987,0,Ecuador,Ecuador
1898,El Salvador,1987,0,El Salvador,El Salvador
1899,Falkland Islands (Islas Malvinas),1987,0,Falkland Islands,Falkland Islands
1900,French Guiana,1987,0,French Guiana,French Guiana
1901,Grenada,1987,0,Grenada,Grenada
1902,Guadeloupe,1987,0,Guadeloupe,Guadeloupe
1903,Guatemala,1987,0,Guatemala,Guatemala
1904,Guyana,1987,0,Guyana,Guyana
1905,Haiti,1987,0.00052,Haiti,Haiti
1906,Honduras,1987,0.00003,Honduras,Honduras
1907,Jamaica,1987,0,Jamaica,Jamaica
1908,Martinique,1987,0,Martinique,Martinique
1909,Montserrat,1987,0,Montserrat,Montserrat
1910,Netherlands Antilles,1987,0,Unknown,Unknown
1911,Nicaragua,1987,0,Nicaragua,Nicaragua
1912,Panama,1987,0.00093,Panama,Panama
1913,Paraguay,1987,0,Paraguay,Paraguay
1914,Peru,1987,0.00717,Peru,Peru
1915,Puerto Rico,1987,0.00775,Puerto Rico,Puerto Rico
1916,Saint Kitts and Nevis,1987,0,St. Kitts and Nevis,St. Kitts and Nevis
1917,Saint Lucia,1987,0,St. Lucia,St. Lucia
1918,Saint Vincent/Grenadines,1987,0,St. Vincent and the Grenadines,St. Vincent and the Grenadines
1919,Suriname,1987,0,Suriname,Suriname
1920,Trinidad and Tobago,1987,0,Trinidad and Tobago,Trinidad and Tobago
1921,Turks and Caicos Islands,1987,0,Turks and Caicos Islands,Turks and Caicos Islands
1922,Uruguay,1987,0.00003,Uruguay,Uruguay
1923,Venezuela,1987,0.00646,Venezuela,Venezuela
1924,"Virgin Islands,  U.S.",1987,0,United States Virgin Islands,United States Virgin Islands
1925,"Virgin Islands, British",1987,0,British Virgin Islands,British Virgin Islands
1926,Europe,1987,21.14641,Unknown,Unknown
1927,Albania,1987,0.02845,Albania,Albania
1928,Austria,1987,0.13548,Austria,Austria
1929,Belgium,1987,0.3792,Belgium,Belgium
1930,Bosnia and Herzegovina,1987,--,Bosnia and Herzegovina,Bosnia and Herzegovina
1931,Bulgaria,1987,0.42998,Bulgaria,Bulgaria
1932,Croatia,1987,--,Croatia,Croatia
1933,Cyprus,1987,0.00287,Cyprus,Cyprus
1934,Czech Republic,1987,--,Czech Republic,Czech Republic
1935,Denmark,1987,0.30898,Denmark,Denmark
1936,Faroe Islands,1987,0,Faeroe Islands,Faeroe Islands
1937,Finland,1987,0.16632,Finland,Finland
1938,Former Czechoslovakia,1987,1.58159,Czech Republic,Czech Republic
1939,Former Serbia and Montenegro,1987,--,Unknown,Unknown
1940,Former Yugoslavia,1987,0.95763,Unknown,Unknown
1941,France,1987,0.70172,France,France
1942,Germany,1987,--,Germany,Germany
1943,"Germany, East",1987,2.83462,Unknown,Unknown
1944,"Germany, West",1987,2.85561,Unknown,Unknown
1945,Gibraltar,1987,0,Gibraltar,Gibraltar
1946,Greece,1987,0.29705,Greece,Greece
1947,Hungary,1987,0.29703,Hungary,Hungary
1948,Iceland,1987,0.00256,Iceland,Iceland
1949,Ireland,1987,0.08736,Ireland,Ireland
1950,Italy,1987,0.59503,Italy,Italy
1951,Kosovo,1987,--,Kosovo,Kosovo
1952,Luxembourg,1987,0.03972,Luxembourg,Luxembourg
1953,Macedonia,1987,--,Macedonia,Macedonia
1954,Malta,1987,0.00482,Malta,Malta
1955,Montenegro,1987,--,Montenegro,Montenegro
1956,Netherlands,1987,0.26581,Netherlands,Netherlands
1957,Norway,1987,0.03764,Norway,Norway
1958,Poland,1987,3.99812,Poland,Poland
1959,Portugal,1987,0.07784,Portugal,Portugal
1960,Romania,1987,0.66846,Romania,Romania
1961,Serbia,1987,--,Serbia,Serbia
1962,Slovakia,1987,--,Slovakia,Slovakia
1963,Slovenia,1987,--,Slovenia,Slovenia
1964,Spain,1987,0.80562,Spain,Spain
1965,Sweden,1987,0.11298,Sweden,Sweden
1966,Switzerland,1987,0.01647,Switzerland,Switzerland
1967,Turkey,1987,0.51362,Turkey,Turkey
1968,United Kingdom,1987,2.94384,United Kingdom,United Kingdom
1969,Eurasia,1987,12.46216,Unknown,Unknown
1970,Armenia,1987,--,Armenia,Armenia
1971,Azerbaijan,1987,--,Azerbaijan,Azerbaijan
1972,Belarus,1987,--,Belarus,Belarus
1973,Estonia,1987,--,Estonia,Estonia
1974,Former U.S.S.R.,1987,12.46216,Unknown,Unknown
1975,Georgia,1987,--,Georgia,Georgia
1976,Kazakhstan,1987,--,Kazakhstan,Kazakhstan
1977,Kyrgyzstan,1987,--,Kyrgyz Republic,Kyrgyz Republic
1978,Latvia,1987,--,Latvia,Latvia
1979,Lithuania,1987,--,Lithuania,Lithuania
1980,Moldova,1987,--,Moldova,Moldova
1981,Russia,1987,--,Russia,Russia
1982,Tajikistan,1987,--,Tajikistan,Tajikistan
1983,Turkmenistan,1987,--,Turkmenistan,Turkmenistan
1984,Ukraine,1987,--,Ukraine,Ukraine
1985,Uzbekistan,1987,--,Uzbekistan,Uzbekistan
1986,Middle East,1987,0.13479,Unknown,Unknown
1987,Bahrain,1987,0,Bahrain,Bahrain
1988,Iran,1987,0.04054,Iran,Iran
1989,Iraq,1987,0.00003,Iraq,Iraq
1990,Israel,1987,0.09419,Israel,Israel
1991,Jordan,1987,0,Jordan,Jordan
1992,Kuwait,1987,0,Kuwait,Kuwait
1993,Lebanon,1987,0,Lebanon,Lebanon
1994,Oman,1987,0,Oman,Oman
1995,Palestinian Territories,1987,--,Palestine,Palestine
1996,Qatar,1987,0,Qatar,Qatar
1997,Saudi Arabia,1987,0,Saudi Arabia,Saudi Arabia
1998,Syria,1987,0.00003,Syria,Syria
1999,United Arab Emirates,1987,0,United Arab Emirates,United Arab Emirates
2000,Yemen,1987,0,Yemen,Yemen
2001,Africa,1987,3.18593,Unknown,Unknown
2002,Algeria,1987,0.02824,Algeria,Algeria
2003,Angola,1987,0,Angola,Angola
2004,Benin,1987,0,Benin,Benin
2005,Botswana,1987,0.01405,Botswana,Botswana
2006,Burkina Faso,1987,0,Burkina Faso,Burkina Faso
2007,Burundi,1987,0,Burundi,Burundi
2008,Cameroon,1987,0.00002,Cameroon,Cameroon
2009,Cape Verde,1987,0,Cabo Verde,Cabo Verde
2010,Central African Republic,1987,0,Central African Republic,Central African Republic
2011,Chad,1987,0,Chad,Chad
2012,Comoros,1987,0,Comoros,Comoros
2013,Congo (Brazzaville),1987,0,Congo Republic,Congo Republic
2014,Congo (Kinshasa),1987,0.00694,DR Congo,DR Congo
2015,Cote dIvoire (IvoryCoast),1987,0,Cote d'Ivoire,Cote d'Ivoire
2016,Djibouti,1987,0,Djibouti,Djibouti
2017,Egypt,1987,0.03771,Egypt,Egypt
2018,Equatorial Guinea,1987,0,Equatorial Guinea,Equatorial Guinea
2019,Eritrea,1987,--,Eritrea,Eritrea
2020,Ethiopia,1987,0,Ethiopia,Ethiopia
2021,Gabon,1987,0,Gabon,Gabon
2022,"Gambia, The",1987,0,Gambia,Gambia
2023,Ghana,1987,0.00007,Ghana,Ghana
2024,Guinea,1987,0,Guinea,Guinea
2025,Guinea-Bissau,1987,0,Guinea-Bissau,Guinea-Bissau
2026,Kenya,1987,0.00262,Kenya,Kenya
2027,Lesotho,1987,0,Lesotho,Lesotho
2028,Liberia,1987,0,Liberia,Liberia
2029,Libya,1987,0.00005,Libya,Libya
2030,Madagascar,1987,0.00032,Madagascar,Madagascar
2031,Malawi,1987,0.00074,Malawi,Malawi
2032,Mali,1987,0,Mali,Mali
2033,Mauritania,1987,0.00016,Mauritania,Mauritania
2034,Mauritius,1987,0.00101,Mauritius,Mauritius
2035,Morocco,1987,0.06655,Morocco,Morocco
2036,Mozambique,1987,0.00172,Mozambique,Mozambique
2037,Namibia,1987,0,Namibia,Namibia
2038,Niger,1987,0.00456,Niger,Niger
2039,Nigeria,1987,0.00291,Nigeria,Nigeria
2040,Reunion,1987,0,Reunion,Reunion
2041,Rwanda,1987,0,Rwanda,Rwanda
2042,Saint Helena,1987,0,St. Helena,St. Helena
2043,Sao Tome and Principe,1987,0,Sao Tome and Principe,Sao Tome and Principe
2044,Senegal,1987,0,Senegal,Senegal
2045,Seychelles,1987,0,Seychelles,Seychelles
2046,Sierra Leone,1987,0,Sierra Leone,Sierra Leone
2047,Somalia,1987,0,Somalia,Somalia
2048,South Africa,1987,2.86721,South Africa,South Africa
2049,Sudan and South Sudan,1987,0,South Sudan,South Sudan
2050,Swaziland,1987,0.00426,Eswatini,Eswatini
2051,Tanzania,1987,0.00008,Tanzania,Tanzania
2052,Togo,1987,0,Togo,Togo
2053,Tunisia,1987,0.00281,Tunisia,Tunisia
2054,Uganda,1987,0,Uganda,Uganda
2055,Western Sahara,1987,0,Western Sahara,Western Sahara
2056,Zambia,1987,0.01182,Zambia,Zambia
2057,Zimbabwe,1987,0.1321,Zimbabwe,Zimbabwe
2058,Asia & Oceania,1987,29.41032,Unknown,Unknown
2059,Afghanistan,1987,0.00405,Afghanistan,Afghanistan
2060,American Samoa,1987,0,American Samoa,American Samoa
2061,Australia,1987,1.40854,Australia,Australia
2062,Bangladesh,1987,0.00652,Bangladesh,Bangladesh
2063,Bhutan,1987,0.00052,Bhutan,Bhutan
2064,Brunei,1987,0,Brunei Darussalam,Brunei Darussalam
2065,Burma (Myanmar),1987,0.00144,Myanmar,Myanmar
2066,Cambodia,1987,0,Cambodia,Cambodia
2067,China,1987,18.64373,China,China
2068,Cook Islands,1987,0,Cook Islands,Cook Islands
2069,Fiji,1987,0.00011,Fiji,Fiji
2070,French Polynesia,1987,0,French Polynesia,French Polynesia
2071,Guam,1987,0,Guam,Guam
2072,Hawaiian Trade Zone,1987,--,Unknown,Unknown
2073,Hong Kong,1987,0.19675,Hong Kong,Hong Kong
2074,India,1987,3.56615,India,India
2075,Indonesia,1987,0.09818,Indonesia,Indonesia
2076,Japan,1987,2.36572,Japan,Japan
2077,Kiribati,1987,0,Kiribati,Kiribati
2078,"Korea, North",1987,1.27932,North Korea,North Korea
2079,"Korea, South",1987,0.98479,South Korea,South Korea
2080,Laos,1987,0.00002,Laos,Laos
2081,Macau,1987,0,Macau,Macau
2082,Malaysia,1987,0.01444,Malaysia,Malaysia
2083,Maldives,1987,0,Maldives,Maldives
2084,Mongolia,1987,0.08104,Mongolia,Mongolia
2085,Nauru,1987,0,Nauru,Nauru
2086,Nepal,1987,0.0023,Nepal,Nepal
2087,New Caledonia,1987,0.00351,New Caledonia,New Caledonia
2088,New Zealand,1987,0.04834,New Zealand,New Zealand
2089,Niue,1987,0,Niue,Niue
2090,Pakistan,1987,0.06751,Pakistan,Pakistan
2091,Papua New Guinea,1987,0.00003,Papua New Guinea,Papua New Guinea
2092,Philippines,1987,0.04831,Philippines,Philippines
2093,Samoa,1987,0,Samoa,Samoa
2094,Singapore,1987,0.00049,Singapore,Singapore
2095,Solomon Islands,1987,0,Solomon Islands,Solomon Islands
2096,Sri Lanka,1987,0.0033,Sri Lanka,Sri Lanka
2097,Taiwan,1987,0.35231,Taiwan,Taiwan
2098,Thailand,1987,0.08279,Thailand,Thailand
2099,Timor-Leste (East Timor),1987,--,Timor-Leste,Timor-Leste
2100,Tonga,1987,0,Tonga,Tonga
2101,U.S. Pacific Islands,1987,0,Unknown,Unknown
2102,Vanuatu,1987,0,Vanuatu,Vanuatu
2103,Vietnam,1987,0.15008,Vietnam,Vietnam
2104,Wake Island,1987,0,Unknown,Unknown
2105,World,1987,86.38574,Unknown,Unknown
2107,North America,1988,20.36408,Unknown,Unknown
2108,Bermuda,1988,0,Bermuda,Bermuda
2109,Canada,1988,1.35809,Canada,Canada
2110,Greenland,1988,0,Greenland,Greenland
2111,Mexico,1988,0.15967,Mexico,Mexico
2112,Saint Pierre and Miquelon,1988,0,St. Pierre and Miquelon,St. Pierre and Miquelon
2113,United States,1988,18.84631,United States,United States
2114,Central & South America,1988,0.67104,Unknown,Unknown
2115,Antarctica,1988,0,Antarctica,Antarctica
2116,Antigua and Barbuda,1988,0,Antigua and Barbuda,Antigua and Barbuda
2117,Argentina,1988,0.03698,Argentina,Argentina
2118,Aruba,1988,0,Aruba,Aruba
2119,"Bahamas, The",1988,0,Bahamas,Bahamas
2120,Barbados,1988,0,Barbados,Barbados
2121,Belize,1988,0,Belize,Belize
2122,Bolivia,1988,0,Bolivia,Bolivia
2123,Brazil,1988,0.39594,Brazil,Brazil
2124,Cayman Islands,1988,0,Cayman Islands,Cayman Islands
2125,Chile,1988,0.0717,Chile,Chile
2126,Colombia,1988,0.13017,Colombia,Colombia
2127,Costa Rica,1988,0.00003,Costa Rica,Costa Rica
2128,Cuba,1988,0.0051,Cuba,Cuba
2129,Dominica,1988,0,Dominica,Dominica
2130,Dominican Republic,1988,0.00281,Dominican Republic,Dominican Republic
2131,Ecuador,1988,0,Ecuador,Ecuador
2132,El Salvador,1988,0,El Salvador,El Salvador
2133,Falkland Islands (Islas Malvinas),1988,0,Falkland Islands,Falkland Islands
2134,French Guiana,1988,0,French Guiana,French Guiana
2135,Grenada,1988,0,Grenada,Grenada
2136,Guadeloupe,1988,0,Guadeloupe,Guadeloupe
2137,Guatemala,1988,0,Guatemala,Guatemala
2138,Guyana,1988,0,Guyana,Guyana
2139,Haiti,1988,0.0009,Haiti,Haiti
2140,Honduras,1988,0.00003,Honduras,Honduras
2141,Jamaica,1988,0,Jamaica,Jamaica
2142,Martinique,1988,0,Martinique,Martinique
2143,Montserrat,1988,0,Montserrat,Montserrat
2144,Netherlands Antilles,1988,0,Unknown,Unknown
2145,Nicaragua,1988,0,Nicaragua,Nicaragua
2146,Panama,1988,0.00069,Panama,Panama
2147,Paraguay,1988,0,Paraguay,Paraguay
2148,Peru,1988,0.0085,Peru,Peru
2149,Puerto Rico,1988,0.00947,Puerto Rico,Puerto Rico
2150,Saint Kitts and Nevis,1988,0,St. Kitts and Nevis,St. Kitts and Nevis
2151,Saint Lucia,1988,0,St. Lucia,St. Lucia
2152,Saint Vincent/Grenadines,1988,0,St. Vincent and the Grenadines,St. Vincent and the Grenadines
2153,Suriname,1988,0,Suriname,Suriname
2154,Trinidad and Tobago,1988,0,Trinidad and Tobago,Trinidad and Tobago
2155,Turks and Caicos Islands,1988,0,Turks and Caicos Islands,Turks and Caicos Islands
2156,Uruguay,1988,0.00003,Uruguay,Uruguay
2157,Venezuela,1988,0.0087,Venezuela,Venezuela
2158,"Virgin Islands,  U.S.",1988,0,United States Virgin Islands,United States Virgin Islands
2159,"Virgin Islands, British",1988,0,British Virgin Islands,British Virgin Islands
2160,Europe,1988,20.45485,Unknown,Unknown
2161,Albania,1988,0.03045,Albania,Albania
2162,Austria,1988,0.1281,Austria,Austria
2163,Belgium,1988,0.3329,Belgium,Belgium
2164,Bosnia and Herzegovina,1988,--,Bosnia and Herzegovina,Bosnia and Herzegovina
2165,Bulgaria,1988,0.39104,Bulgaria,Bulgaria
2166,Croatia,1988,--,Croatia,Croatia
2167,Cyprus,1988,0.00173,Cyprus,Cyprus
2168,Czech Republic,1988,--,Czech Republic,Czech Republic
2169,Denmark,1988,0.28813,Denmark,Denmark
2170,Faroe Islands,1988,0,Faeroe Islands,Faeroe Islands
2171,Finland,1988,0.15997,Finland,Finland
2172,Former Czechoslovakia,1988,1.55203,Czech Republic,Czech Republic
2173,Former Serbia and Montenegro,1988,--,Unknown,Unknown
2174,Former Yugoslavia,1988,0.97865,Unknown,Unknown
2175,France,1988,0.54397,France,France
2176,Germany,1988,--,Germany,Germany
2177,"Germany, East",1988,2.80443,Unknown,Unknown
2178,"Germany, West",1988,2.83135,Unknown,Unknown
2179,Gibraltar,1988,0,Gibraltar,Gibraltar
2180,Greece,1988,0.33413,Greece,Greece
2181,Hungary,1988,0.27944,Hungary,Hungary
2182,Iceland,1988,0.00262,Iceland,Iceland
2183,Ireland,1988,0.08686,Ireland,Ireland
2184,Italy,1988,0.56083,Italy,Italy
2185,Kosovo,1988,--,Kosovo,Kosovo
2186,Luxembourg,1988,0.04222,Luxembourg,Luxembourg
2187,Macedonia,1988,--,Macedonia,Macedonia
2188,Malta,1988,0.00648,Malta,Malta
2189,Montenegro,1988,--,Montenegro,Montenegro
2190,Netherlands,1988,0.31978,Netherlands,Netherlands
2191,Norway,1988,0.03882,Norway,Norway
2192,Poland,1988,3.88196,Poland,Poland
2193,Portugal,1988,0.08872,Portugal,Portugal
2194,Romania,1988,0.72488,Romania,Romania
2195,Serbia,1988,--,Serbia,Serbia
2196,Slovakia,1988,--,Slovakia,Slovakia
2197,Slovenia,1988,--,Slovenia,Slovenia
2198,Spain,1988,0.68,Spain,Spain
2199,Sweden,1988,0.11314,Sweden,Sweden
2200,Switzerland,1988,0.01416,Switzerland,Switzerland
2201,Turkey,1988,0.45657,Turkey,Turkey
2202,United Kingdom,1988,2.78147,United Kingdom,United Kingdom
2203,Eurasia,1988,12.65876,Unknown,Unknown
2204,Armenia,1988,--,Armenia,Armenia
2205,Azerbaijan,1988,--,Azerbaijan,Azerbaijan
2206,Belarus,1988,--,Belarus,Belarus
2207,Estonia,1988,--,Estonia,Estonia
2208,Former U.S.S.R.,1988,12.65876,Unknown,Unknown
2209,Georgia,1988,--,Georgia,Georgia
2210,Kazakhstan,1988,--,Kazakhstan,Kazakhstan
2211,Kyrgyzstan,1988,--,Kyrgyz Republic,Kyrgyz Republic
2212,Latvia,1988,--,Latvia,Latvia
2213,Lithuania,1988,--,Lithuania,Lithuania
2214,Moldova,1988,--,Moldova,Moldova
2215,Russia,1988,--,Russia,Russia
2216,Tajikistan,1988,--,Tajikistan,Tajikistan
2217,Turkmenistan,1988,--,Turkmenistan,Turkmenistan
2218,Ukraine,1988,--,Ukraine,Ukraine
2219,Uzbekistan,1988,--,Uzbekistan,Uzbekistan
2220,Middle East,1988,0.13353,Unknown,Unknown
2221,Bahrain,1988,0,Bahrain,Bahrain
2222,Iran,1988,0.04112,Iran,Iran
2223,Iraq,1988,0.00003,Iraq,Iraq
2224,Israel,1988,0.09235,Israel,Israel
2225,Jordan,1988,0,Jordan,Jordan
2226,Kuwait,1988,0,Kuwait,Kuwait
2227,Lebanon,1988,0,Lebanon,Lebanon
2228,Oman,1988,0,Oman,Oman
2229,Palestinian Territories,1988,--,Palestine,Palestine
2230,Qatar,1988,0,Qatar,Qatar
2231,Saudi Arabia,1988,0,Saudi Arabia,Saudi Arabia
2232,Syria,1988,0.00003,Syria,Syria
2233,United Arab Emirates,1988,0,United Arab Emirates,United Arab Emirates
2234,Yemen,1988,0,Yemen,Yemen
2235,Africa,1988,3.2431,Unknown,Unknown
2236,Algeria,1988,0.03144,Algeria,Algeria
2237,Angola,1988,0,Angola,Angola
2238,Benin,1988,0,Benin,Benin
2239,Botswana,1988,0.01486,Botswana,Botswana
